Indicator_data,case_id,First Tooltip
Life expectancy at birth (years),"Sri Lanka,2015,Male",73.05
Life expectancy at birth (years),"Sri Lanka,2015,Female",79.41
Life expectancy at birth (years),"Sri Lanka,2010,Both sexes",73.3
Life expectancy at birth (years),"Sri Lanka,2010,Male",69.44
Life expectancy at birth (years),"Sri Lanka,2010,Female",77.26
Life expectancy at birth (years),"Sri Lanka,2000,Both sexes",71.89
Life expectancy at birth (years),"Sri Lanka,2000,Male",67.92
Life expectancy at birth (years),"Sri Lanka,2000,Female",76.3
Life expectancy at birth (years),"Sudan,2015,Both sexes",67.94
Life expectancy at birth (years),"Sudan,2015,Male",66.19
Life expectancy at birth (years),"Sudan,2015,Female",69.71
Life expectancy at birth (years),"Sudan (until 2011),2010,Both sexes",66.56
Life expectancy at birth (years),"Sudan (until 2011),2010,Male",64.74
Life expectancy at birth (years),"Sudan (until 2011),2010,Female",68.41
Life expectancy at birth (years),"Sudan (until 2011),2000,Both sexes",62.47
Life expectancy at birth (years),"Sudan (until 2011),2000,Male",60.36
Life expectancy at birth (years),"Sudan (until 2011),2000,Female",64.67
Life expectancy at birth (years),"Suriname,2015,Both sexes",72.6
Life expectancy at birth (years),"Suriname,2015,Male",69.5
Life expectancy at birth (years),"Suriname,2015,Female",75.85
Life expectancy at birth (years),"Suriname,2010,Both sexes",71.83
Life expectancy at birth (years),"Suriname,2010,Male",68.71
Life expectancy at birth (years),"Suriname,2010,Female",75.12
Life expectancy at birth (years),"Suriname,2000,Both sexes",69.94
Life expectancy at birth (years),"Suriname,2000,Male",67.13
Life expectancy at birth (years),"Suriname,2000,Female",72.98
Life expectancy at birth (years),"Sweden,2015,Both sexes",81.75
Life expectancy at birth (years),"Sweden,2015,Male",79.97
Life expectancy at birth (years),"Sweden,2015,Female",83.5
Life expectancy at birth (years),"Sweden,2010,Both sexes",81.3
Life expectancy at birth (years),"Sweden,2010,Male",79.41
Life expectancy at birth (years),"Sweden,2010,Female",83.15
Life expectancy at birth (years),"Sweden,2000,Both sexes",79.57
Life expectancy at birth (years),"Sweden,2000,Male",77.28
Life expectancy at birth (years),"Sweden,2000,Female",81.79
Life expectancy at birth (years),"Switzerland,2015,Both sexes",82.61
Life expectancy at birth (years),"Switzerland,2015,Male",80.64
Life expectancy at birth (years),"Switzerland,2015,Female",84.5
Life expectancy at birth (years),"Switzerland,2010,Both sexes",82.19
Life expectancy at birth (years),"Switzerland,2010,Male",80.03
Life expectancy at birth (years),"Switzerland,2010,Female",84.18
Life expectancy at birth (years),"Switzerland,2000,Both sexes",79.72
Life expectancy at birth (years),"Switzerland,2000,Male",76.89
Life expectancy at birth (years),"Switzerland,2000,Female",82.35
Life expectancy at birth (years),"Syrian Arab Republic,2015,Both sexes",64.4
Life expectancy at birth (years),"Syrian Arab Republic,2015,Male",60.88
Life expectancy at birth (years),"Syrian Arab Republic,2015,Female",68.37
Life expectancy at birth (years),"Syrian Arab Republic,2010,Both sexes",74.35
Life expectancy at birth (years),"Syrian Arab Republic,2010,Male",73.2
Life expectancy at birth (years),"Syrian Arab Republic,2010,Female",75.63
Life expectancy at birth (years),"Syrian Arab Republic,2000,Both sexes",71.46
Life expectancy at birth (years),"Syrian Arab Republic,2000,Male",70.35
Life expectancy at birth (years),"Syrian Arab Republic,2000,Female",72.71
Life expectancy at birth (years),"Tajikistan,2015,Both sexes",68.66
Life expectancy at birth (years),"Tajikistan,2015,Male",66.69
Life expectancy at birth (years),"Tajikistan,2015,Female",70.82
Life expectancy at birth (years),"Tajikistan,2010,Both sexes",68.01
Life expectancy at birth (years),"Tajikistan,2010,Male",66.04
Life expectancy at birth (years),"Tajikistan,2010,Female",70.19
Life expectancy at birth (years),"Tajikistan,2000,Both sexes",65.58
Life expectancy at birth (years),"Tajikistan,2000,Male",63.53
Life expectancy at birth (years),"Tajikistan,2000,Female",67.77
Life expectancy at birth (years),"Thailand,2015,Both sexes",77.41
Life expectancy at birth (years),"Thailand,2015,Male",74.13
Life expectancy at birth (years),"Thailand,2015,Female",80.7
Life expectancy at birth (years),"Thailand,2010,Both sexes",76.25
Life expectancy at birth (years),"Thailand,2010,Male",73.24
Life expectancy at birth (years),"Thailand,2010,Female",79.3
Life expectancy at birth (years),"Thailand,2000,Both sexes",71.25
Life expectancy at birth (years),"Thailand,2000,Male",67.52
Life expectancy at birth (years),"Thailand,2000,Female",75.2
Life expectancy at birth (years),"Timor-Leste,2015,Both sexes",68.87
Life expectancy at birth (years),"Timor-Leste,2015,Male",67.31
Life expectancy at birth (years),"Timor-Leste,2015,Female",70.49
Life expectancy at birth (years),"Timor-Leste,2010,Both sexes",68.06
Life expectancy at birth (years),"Timor-Leste,2010,Male",66.79
Life expectancy at birth (years),"Timor-Leste,2010,Female",69.36
Life expectancy at birth (years),"Timor-Leste,2000,Both sexes",62.67
Life expectancy at birth (years),"Timor-Leste,2000,Male",61.95
Life expectancy at birth (years),"Timor-Leste,2000,Female",63.4
Life expectancy at birth (years),"Togo,2015,Both sexes",61.92
Life expectancy at birth (years),"Togo,2015,Male",59.24
Life expectancy at birth (years),"Togo,2015,Female",64.83
Life expectancy at birth (years),"Togo,2010,Both sexes",59.33
Life expectancy at birth (years),"Togo,2010,Male",57.04
Life expectancy at birth (years),"Togo,2010,Female",61.83
Life expectancy at birth (years),"Togo,2000,Both sexes",55.95
Life expectancy at birth (years),"Togo,2000,Male",53.9
Life expectancy at birth (years),"Togo,2000,Female",58.13
Life expectancy at birth (years),"Tonga,2015,Both sexes",72.33
Life expectancy at birth (years),"Tonga,2015,Male",69.45
Life expectancy at birth (years),"Tonga,2015,Female",75.54
Life expectancy at birth (years),"Tonga,2010,Both sexes",72.22
Life expectancy at birth (years),"Tonga,2010,Male",69.14
Life expectancy at birth (years),"Tonga,2010,Female",75.5
Life expectancy at birth (years),"Tonga,2000,Both sexes",70.92
Life expectancy at birth (years),"Tonga,2000,Male",68.04
Life expectancy at birth (years),"Tonga,2000,Female",74.2
Life expectancy at birth (years),"Trinidad and Tobago,2015,Both sexes",74.61
Life expectancy at birth (years),"Trinidad and Tobago,2015,Male",71.1
Life expectancy at birth (years),"Trinidad and Tobago,2015,Female",78.33
Life expectancy at birth (years),"Trinidad and Tobago,2010,Both sexes",72.12
Life expectancy at birth (years),"Trinidad and Tobago,2010,Male",68.74
Life expectancy at birth (years),"Trinidad and Tobago,2010,Female",75.69
Life expectancy at birth (years),"Trinidad and Tobago,2000,Both sexes",69.7
Life expectancy at birth (years),"Trinidad and Tobago,2000,Male",66.94
Life expectancy at birth (years),"Trinidad and Tobago,2000,Female",72.58
Life expectancy at birth (years),"Tunisia,2015,Both sexes",76.7
Life expectancy at birth (years),"Tunisia,2015,Male",74.58
Life expectancy at birth (years),"Tunisia,2015,Female",78.83
Life expectancy at birth (years),"Tunisia,2010,Both sexes",76.05
Life expectancy at birth (years),"Tunisia,2010,Male",73.95
Life expectancy at birth (years),"Tunisia,2010,Female",78.21
Life expectancy at birth (years),"Tunisia,2000,Both sexes",74.12
Life expectancy at birth (years),"Tunisia,2000,Male",71.94
Life expectancy at birth (years),"Tunisia,2000,Female",76.49
Life expectancy at birth (years),"Turkey,2015,Both sexes",77.79
Life expectancy at birth (years),"Turkey,2015,Male",75.39
Life expectancy at birth (years),"Turkey,2015,Female",80.06
Life expectancy at birth (years),"Turkey,2010,Both sexes",76.89
Life expectancy at birth (years),"Turkey,2010,Male",74.65
Life expectancy at birth (years),"Turkey,2010,Female",79.08
Life expectancy at birth (years),"Turkey,2000,Both sexes",74.41
Life expectancy at birth (years),"Turkey,2000,Male",71.94
Life expectancy at birth (years),"Turkey,2000,Female",76.85
Life expectancy at birth (years),"Turkmenistan,2015,Both sexes",69.11
Life expectancy at birth (years),"Turkmenistan,2015,Male",65.66
Life expectancy at birth (years),"Turkmenistan,2015,Female",72.57
Life expectancy at birth (years),"Turkmenistan,2010,Both sexes",67.31
Life expectancy at birth (years),"Turkmenistan,2010,Male",63.62
Life expectancy at birth (years),"Turkmenistan,2010,Female",71.09
Life expectancy at birth (years),"Turkmenistan,2000,Both sexes",63.32
Life expectancy at birth (years),"Turkmenistan,2000,Male",59.34
Life expectancy at birth (years),"Turkmenistan,2000,Female",67.43
Life expectancy at birth (years),"Uganda,2015,Both sexes",64.47
Life expectancy at birth (years),"Uganda,2015,Male",60.81
Life expectancy at birth (years),"Uganda,2015,Female",68.13
Life expectancy at birth (years),"Uganda,2010,Both sexes",59.67
Life expectancy at birth (years),"Uganda,2010,Male",57.02
Life expectancy at birth (years),"Uganda,2010,Female",62.21
Life expectancy at birth (years),"Uganda,2000,Both sexes",48.76
Life expectancy at birth (years),"Uganda,2000,Male",46.8
Life expectancy at birth (years),"Uganda,2000,Female",50.75
Life expectancy at birth (years),"Ukraine,2015,Both sexes",72.2
Life expectancy at birth (years),"Ukraine,2015,Male",67.21
Life expectancy at birth (years),"Ukraine,2015,Female",76.96
Life expectancy at birth (years),"Ukraine,2010,Both sexes",70.2
Life expectancy at birth (years),"Ukraine,2010,Male",65.2
Life expectancy at birth (years),"Ukraine,2010,Female",75.1
Life expectancy at birth (years),"Ukraine,2000,Both sexes",67.53
Life expectancy at birth (years),"Ukraine,2000,Male",62.06
Life expectancy at birth (years),"Ukraine,2000,Female",73.24
Life expectancy at birth (years),"United Arab Emirates,2015,Both sexes",75.31
Life expectancy at birth (years),"United Arab Emirates,2015,Male",74.25
Life expectancy at birth (years),"United Arab Emirates,2015,Female",77.84
Life expectancy at birth (years),"United Arab Emirates,2010,Both sexes",74.86
Life expectancy at birth (years),"United Arab Emirates,2010,Male",73.86
Life expectancy at birth (years),"United Arab Emirates,2010,Female",77.39
Life expectancy at birth (years),"United Arab Emirates,2000,Both sexes",73.18
Life expectancy at birth (years),"United Arab Emirates,2000,Male",72.2
Life expectancy at birth (years),"United Arab Emirates,2000,Female",75.06
Life expectancy at birth (years),"United Kingdom of Great Britain and Northern Ireland,2015,Both sexes",80.65
Life expectancy at birth (years),"United Kingdom of Great Britain and Northern Ireland,2015,Male",78.93
Life expectancy at birth (years),"United Kingdom of Great Britain and Northern Ireland,2015,Female",82.34
Life expectancy at birth (years),"United Kingdom of Great Britain and Northern Ireland,2010,Both sexes",80.25
Life expectancy at birth (years),"United Kingdom of Great Britain and Northern Ireland,2010,Male",78.34
Life expectancy at birth (years),"United Kingdom of Great Britain and Northern Ireland,2010,Female",82.09
Life expectancy at birth (years),"United Kingdom of Great Britain and Northern Ireland,2000,Both sexes",77.85
Life expectancy at birth (years),"United Kingdom of Great Britain and Northern Ireland,2000,Male",75.49
Life expectancy at birth (years),"United Kingdom of Great Britain and Northern Ireland,2000,Female",80.09
Life expectancy at birth (years),"United Republic of Tanzania,2015,Both sexes",65.36
Life expectancy at birth (years),"United Republic of Tanzania,2015,Male",63.38
Life expectancy at birth (years),"United Republic of Tanzania,2015,Female",67.26
Life expectancy at birth (years),"United Republic of Tanzania,2010,Both sexes",61.39
Life expectancy at birth (years),"United Republic of Tanzania,2010,Male",60.02
Life expectancy at birth (years),"United Republic of Tanzania,2010,Female",62.63
Life expectancy at birth (years),"United Republic of Tanzania,2000,Both sexes",52.47
Life expectancy at birth (years),"United Republic of Tanzania,2000,Male",51.28
Life expectancy at birth (years),"United Republic of Tanzania,2000,Female",53.61
Life expectancy at birth (years),"United States of America,2015,Both sexes",78.56
Life expectancy at birth (years),"United States of America,2015,Male",76.31
Life expectancy at birth (years),"United States of America,2015,Female",80.8
Life expectancy at birth (years),"United States of America,2010,Both sexes",78.56
Life expectancy at birth (years),"United States of America,2010,Male",76.27
Life expectancy at birth (years),"United States of America,2010,Female",80.8
Life expectancy at birth (years),"United States of America,2000,Both sexes",76.69
Life expectancy at birth (years),"United States of America,2000,Male",74.12
Life expectancy at birth (years),"United States of America,2000,Female",79.17
Life expectancy at birth (years),"Uruguay,2015,Both sexes",77.03
Life expectancy at birth (years),"Uruguay,2015,Male",73.31
Life expectancy at birth (years),"Uruguay,2015,Female",80.56
Life expectancy at birth (years),"Uruguay,2010,Both sexes",76.36
Life expectancy at birth (years),"Uruguay,2010,Male",72.54
Life expectancy at birth (years),"Uruguay,2010,Female",80.05
Life expectancy at birth (years),"Uruguay,2000,Both sexes",74.82
Life expectancy at birth (years),"Uruguay,2000,Male",70.82
Life expectancy at birth (years),"Uruguay,2000,Female",78.8
Life expectancy at birth (years),"Uzbekistan,2015,Both sexes",71.45
Life expectancy at birth (years),"Uzbekistan,2015,Male",68.98
Life expectancy at birth (years),"Uzbekistan,2015,Female",73.92
Life expectancy at birth (years),"Uzbekistan,2010,Both sexes",70.19
Life expectancy at birth (years),"Uzbekistan,2010,Male",67.51
Life expectancy at birth (years),"Uzbekistan,2010,Female",72.91
Life expectancy at birth (years),"Uzbekistan,2000,Both sexes",65.27
Life expectancy at birth (years),"Uzbekistan,2000,Male",62.4
Life expectancy at birth (years),"Uzbekistan,2000,Female",68.23
Life expectancy at birth (years),"Vanuatu,2015,Both sexes",64.64
Life expectancy at birth (years),"Vanuatu,2015,Male",62.02
Life expectancy at birth (years),"Vanuatu,2015,Female",67.68
Life expectancy at birth (years),"Vanuatu,2010,Both sexes",64.52
Life expectancy at birth (years),"Vanuatu,2010,Male",61.9
Life expectancy at birth (years),"Vanuatu,2010,Female",67.5
Life expectancy at birth (years),"Vanuatu,2000,Both sexes",63.9
Life expectancy at birth (years),"Vanuatu,2000,Male",61.35
Life expectancy at birth (years),"Vanuatu,2000,Female",66.94
Life expectancy at birth (years),"Venezuela (Bolivarian Republic of),2015,Both sexes",74.66
Life expectancy at birth (years),"Venezuela (Bolivarian Republic of),2015,Male",70.59
Life expectancy at birth (years),"Venezuela (Bolivarian Republic of),2015,Female",78.97
Life expectancy at birth (years),"Venezuela (Bolivarian Republic of),2010,Both sexes",74.79
Life expectancy at birth (years),"Venezuela (Bolivarian Republic of),2010,Male",70.82
Life expectancy at birth (years),"Venezuela (Bolivarian Republic of),2010,Female",78.99
Life expectancy at birth (years),"Venezuela (Bolivarian Republic of),2000,Both sexes",74.09
Life expectancy at birth (years),"Venezuela (Bolivarian Republic of),2000,Male",70.51
Life expectancy at birth (years),"Venezuela (Bolivarian Republic of),2000,Female",77.88
Life expectancy at birth (years),"Viet Nam,2015,Both sexes",73.16
Life expectancy at birth (years),"Viet Nam,2015,Male",68.88
Life expectancy at birth (years),"Viet Nam,2015,Female",77.61
Life expectancy at birth (years),"Viet Nam,2010,Both sexes",72.72
Life expectancy at birth (years),"Viet Nam,2010,Male",68.42
Life expectancy at birth (years),"Viet Nam,2010,Female",77.15
Life expectancy at birth (years),"Viet Nam,2000,Both sexes",71.45
Life expectancy at birth (years),"Viet Nam,2000,Male",67.33
Life expectancy at birth (years),"Viet Nam,2000,Female",75.61
Life expectancy at birth (years),"Yemen,2015,Both sexes",67.47
Life expectancy at birth (years),"Yemen,2015,Male",65.41
Life expectancy at birth (years),"Yemen,2015,Female",69.58
Life expectancy at birth (years),"Yemen,2010,Both sexes",67.7
Life expectancy at birth (years),"Yemen,2010,Male",65.88
Life expectancy at birth (years),"Yemen,2010,Female",69.58
Life expectancy at birth (years),"Yemen,2000,Both sexes",62.69
Life expectancy at birth (years),"Yemen,2000,Male",60.86
Life expectancy at birth (years),"Yemen,2000,Female",64.69
Life expectancy at birth (years),"Zambia,2015,Both sexes",60.5
Life expectancy at birth (years),"Zambia,2015,Male",57.93
Life expectancy at birth (years),"Zambia,2015,Female",63.02
Life expectancy at birth (years),"Zambia,2010,Both sexes",56.67
Life expectancy at birth (years),"Zambia,2010,Male",54.27
Life expectancy at birth (years),"Zambia,2010,Female",59.06
Life expectancy at birth (years),"Zambia,2000,Both sexes",44.46
Life expectancy at birth (years),"Zambia,2000,Male",43.69
Life expectancy at birth (years),"Zambia,2000,Female",45.24
Life expectancy at birth (years),"Zimbabwe,2015,Both sexes",58.48
Life expectancy at birth (years),"Zimbabwe,2015,Male",55.73
Life expectancy at birth (years),"Zimbabwe,2015,Female",60.96
Life expectancy at birth (years),"Zimbabwe,2010,Both sexes",51.49
Life expectancy at birth (years),"Zimbabwe,2010,Male",49.58
Life expectancy at birth (years),"Zimbabwe,2010,Female",53.21
Life expectancy at birth (years),"Zimbabwe,2000,Both sexes",46.57
Life expectancy at birth (years),"Zimbabwe,2000,Male",45.15
Life expectancy at birth (years),"Zimbabwe,2000,Female",48.12
